username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
Manager,5,2022-05-12T00:00:00.000Z,64022929,"Diversified science company with broad career opportunities  - Diversity of company's businesses means that one can experience working in different industries without leaving the company - Open culture with emphasis on ethics and compliance - Supportive of flexible work arrangements with official policy allowing remote and hybrid work  - Resources are always tight, leading to work overload in some departments - Diversity and scale of company also makes it harder for newcomers to navigate processes and internal structures",0.36227678571428573,0.022991071428571427,positive
Vice President,2,2022-05-11T00:00:00.000Z,64002729,Not a positive experience  The salary was the only positive.  Poor leadership and communication. Lack of business knowledge. Lack of respect for employees. Advice to Management:Treat your employees better. Spend less time talking and more time listening.,0.5367965367965368,0.07813852813852815,positive
Anonymous Employee,3,2022-05-11T00:00:00.000Z,63996215,yup  good pay easy work good people  bad managment long hours ot,0.62,0.21666666666666665,positive
Sales Representative,3,2022-05-11T00:00:00.000Z,63993082,"Huge company  Great products, reputation in market  Stagnation in career progression and development Advice to Management:Always look at ways to develop and retain talent rather than seeking external. Toxic senior management",0.5833333333333334,0.39999999999999997,positive
R & D Intern in Singapore,4,2022-05-11T00:00:00.000Z,63982210,"Decent experience  Nice people, helpful colleagues, cheap canteen food  Not sure, only interned there for awhile",0.8511111111111109,0.1833333333333333,positive
Anonymous Employee,4,2022-05-11T00:00:00.000Z,63970671,REVIEW  Great company can see potential Benefits Travel Health Recommendation  Salary Development Timing difficulties training management issues,0.875,0.4,positive
"Advanced Lean Value Stream Engineer in Prairie du Chien, WI",4,2022-05-11T00:00:00.000Z,63967949,"Has its ups and downs  Huge network, a lot of possibilities if you can connect with the right people  Very matrixed, difficult to get things done due to layers of management. Management varies wildly from division to division and then again at a corporate level.",0.5015306122448979,0.05153061224489795,positive
"Senior Manufacturing Engineer in Saint Paul, MN",4,2022-05-10T00:00:00.000Z,63918708,"Overall a positive experience  Great culture, lots of opportunities within the same company  Technical side promotions are few and far between. Advice to Management:Hire more do-ers and fewer managers.",0.3900568181818182,0.1784090909090909,positive
"IT Lean Agile Coach in Ankeny, IA",4,2022-05-09T00:00:00.000Z,63888719,"Great company  Remote work, flexibility, self-learning opportunities  Compensation and low growing opportunities",0.4166666666666667,0.23333333333333336,positive
Anonymous Employee,3,2022-05-09T00:00:00.000Z,63856936,"Ok  It's easy work, makes you comfortable.  Can't move up if you only have a hight school diploma. Work hard or don't it's all the same.",0.6333333333333334,0.17361111111111113,positive
Anonymous Employee,4,2022-05-08T00:00:00.000Z,63825051,"Great pay, benefits, lots of opportunity  Flexible work arrangements, especially through the pandemic. Good pay and benefits. Large company that plays in many industries, lots of opportunity to try different things and learn new skills.  Quite a bit of bureaucracy in a company of this size. Relatively frequent restructures with many jobs being outsourced.",0.5703463203463204,0.32784992784992784,positive
"Maintenance Technician in Greenville, SC",4,2022-05-08T00:00:00.000Z,63813163,"Job review  Great pay, benefits, coworkers are nice.  Shift rotation is horrible. Only 24-48 hours between day and night rotation.",0.9375,0.09999999999999998,positive
"Quality Control Inspector in Monrovia, CA",5,2022-05-07T00:00:00.000Z,63799624,"Very good place to work at  There are very cool coworkers who help you when you need help. Sometimes, we get free snacks and meals.  There are no downsides of this company.",0.8083333333333335,0.5883333333333333,positive
Process Engineer,3,2022-05-07T00:00:00.000Z,63793041,"Things are OK  1) 3M is a Fortune 500 Company and has a track record of success in manufacturing 2) 3M has numerous products and technology platforms 3) Employees have the ability to try different roles within a manufacturing site and within the company  1) 3M has over 70 manufacturing sites in the US, and the vast majority of them are in rural locations. Most people would prefer to be in an urban/suburban area. In addition, the rural sites seem to get less attention and are neglected. 2)3M has went through restructuring around the time of the pandemic (2021) and has reduced headcount to a point where each role now has about 1.25 - 2 times the amount of work. In addition, there are so few people that there is not really an established on call system or back up system. 3) 3M Optimized Operations (rotational program) is a scam. This rotational program is advertised as an opportunity to work on projects and get experience at various 3M sites. In reality, this program is used as a tool to hire engineers for job req's that are not being filled (less desirable locations for instance). Advice to Management:1) Please hire more people to adequately staff manufacturing sites and stop paying attention to the finances 2) Please stop neglecting the 3M rural sites and give them the attention they need - invest in modernized office/production areas 3) 3M would be much more efficient if there were less manufacturing sites (10 or so) in the US. All of products in rural locations should be consolidated and moved to larger sites near urban areas (45 minute drive or less).",0.292,0.08666666666666668,positive
"Optimized Operations Engineer in Saint Paul, MN",5,2022-05-05T00:00:00.000Z,63717284,Great Company  Equity Focus on Environment and Sustainability Flexibility (Work you Way) Growth Opportunities Competitive Salary and Benefits  Slow Moving and not trendy,0.6833333333333332,0.06666666666666667,positive
Production,4,2022-05-05T00:00:00.000Z,63714995,good  lots of hours very good  fast paced and very busy,0.5925000000000001,0.485,positive
"Software Engineer Intern in Meriden, CT",4,2022-05-05T00:00:00.000Z,63692449,"Good Workplace for Internship  Good work environment, interesting work.  Pay is not very good.",0.5403846153846155,0.4076923076923077,positive
Electro-mechanical Technician,2,2022-05-04T00:00:00.000Z,63658135,Avoid Contract Work if Possible  Nice building to work at  People constantly talk down to you and you are not treated as a person.,0.6555555555555556,0.1111111111111111,positive
"Marketing in Detroit, MI",3,2022-05-03T00:00:00.000Z,63624185,Fairly good compensation  great place to work and good people  not ready to move forward into SAP world yet.. Advice to Management:....,0.6125,0.525,positive
Marketing Operations Specialist,4,2022-05-03T00:00:00.000Z,63623372,"mediocre experience  flexible because work from home, friendly colleagues  had to do the same job over and over again because upper level are indecisive",0.40625,-0.03125,negative
Anonymous Employee,5,2022-05-03T00:00:00.000Z,63619633,Very amazing place to work  Very good pay and amazing people  The hours can sometimes be long,0.77,0.56,positive
Manufacturing Inspector,1,2022-05-03T00:00:00.000Z,63610299,"Good money, toxic environment  The money was pretty decent  Toxic work environment, no benefits, not holiday pay, no pto.",0.7555555555555555,0.37222222222222223,positive
Quality Engineer,3,2022-05-03T00:00:00.000Z,63604035,"Very few resources  Decent benefits, potential for movement  Very few resources, heavy turnover with management and team roles",0.48533333333333334,-0.11066666666666669,negative
"Supervisor in Saint Paul, MN",4,2022-05-03T00:00:00.000Z,63595326,review  good company to be working at  lots of deadlines and people,0.6000000000000001,0.7,positive
Anonymous Employee,3,2022-05-03T00:00:00.000Z,63591944,"Good pay but lots of internal issues  Pay is fair and your work will be rewarded  Lots of internal matters such as trainings, meetings and system problems that will occupy your time which has little value to your work.",0.4166666666666667,0.2020833333333333,positive
"Technology Consultant in London, England",5,2022-05-02T00:00:00.000Z,63561430,Great  None to declare for now but excellent hybrid system  None to declare for now but soon,0.875,0.9,positive
Source to Pay (Stp) Analyst in Heredia,4,2022-05-02T00:00:00.000Z,63561596,Item Set Up  Great place to work Great ambient Nice people Attentive boss  Repetitive Non-engaging work Poor communication The Boss didn't check-in Borign Advice to Management:Engage,0.7083333333333334,0.325,positive
"Systems Engineer in Warsaw, Masovia",5,2022-05-01T00:00:00.000Z,63515467,Great place to work  great place to work at 3M  No downside to working in 3m,0.75,0.8,positive
"Inside Sales Representative in Saint Paul, MN",5,2022-05-01T00:00:00.000Z,63509439,"Fantastic role and learning opportunity!  Benefits, well-known brand, org culture, excellent sales leaders, opportunity to learn 3M's businesses, systems and go-to-market strategies.  Cross organizational politics, no reimbursements for services necessary for remote work such as internet. Advice to Management:Continue to build roles and opportunities to promote reps to allow them to gain more experience so they can be future sales leaders.",0.528125,0.2375,positive
